drug,disease
drug::DB00368,disease::4822
drug::DB01291,disease::4822
drug::DB00901,disease::4822
drug::DB06151,disease::18613
drug::DB06151,disease::19438
drug::DB11644,disease::18613
drug::DB11644,disease::19438
drug::DB00151,disease::18613
drug::DB00151,disease::19438
drug::DB06643,disease::24650
drug::DB08909,disease::4739
drug::DB08909,disease::8814
drug::DB08909,disease::8815
drug::DB08909,disease::9376
drug::DB08909,disease::11601
drug::DB08909,disease::16600
drug::DB08909,disease::16601
drug::DB08909,disease::16602
drug::DB06819,disease::4739
drug::DB06819,disease::8814
drug::DB06819,disease::8815
drug::DB06819,disease::11601
drug::DB06819,disease::16600
drug::DB06819,disease::16601
drug::DB06819,disease::16602
drug::DB01053,disease::20544
drug::DB01053,disease::5498
drug::DB01053,disease::15804
drug::DB01053,disease::15806_15805
drug::DB01053,disease::16453
drug::DB01053,disease::16777
drug::DB01053,disease::16778
drug::DB01053,disease::5714_5821_333
drug::DB09320,disease::5714_5821_333
drug::DB01053,disease::4944
drug::DB09320,disease::4944
drug::DB01053,disease::5901
drug::DB01053,disease::40998
drug::DB01053,disease::40925
drug::DB01053,disease::265
drug::DB01053,disease::43905_2572_1255_3479_43919
drug::DB00948,disease::265
drug::DB00948,disease::43905_2572_1255_3479_43919
drug::DB01061,disease::265
drug::DB01061,disease::43905_2572_1255_3479_43919
drug::DB01607,disease::265
drug::DB01607,disease::43905_2572_1255_3479_43919
drug::DB01190,disease::265
drug::DB01190,disease::43905_2572_1255_3479_43919
drug::DB01053,disease::5504_1479
drug::DB09320,disease::5504_1479
drug::DB00199,disease::5504_1479
drug::DB01053,disease::5822_40923_40922
drug::DB01053,disease::6941
drug::DB09320,disease::6941
drug::DB09320,disease::5822_40923_40922
drug::DB01053,disease::1714
drug::DB01053,disease::7000
drug::DB09320,disease::1714
drug::DB09320,disease::7000
drug::DB01053,disease::744
drug::DB01331,disease::744
drug::DB01607,disease::744
drug::DB01053,disease::42452
drug::DB01053,disease::42972
drug::DB09071,disease::19137
drug::DB01255,disease::5582
drug::DB09310,disease::13187_13190
drug::DB00996,disease::41052
drug::DB08872,disease::41052
drug::DB06774,disease::41052
drug::DB00230,disease::41052
drug::DB00281,disease::41052
drug::DB00847,disease::100151_9066_18467
drug::DB00531,disease::5062
drug::DB00531,disease::2571
drug::DB00469,disease::5578
drug::DB00469,disease::6816
drug::DB13527,disease::5578
drug::DB13946,disease::2146
drug::DB13946,disease::5387_19852_19851
drug::DB13946,disease::7794_9239_9223_13912_13961_7844_13946_14105_13910_14102_12880_14461_9482_30010_14107_13914_10635_14106_13911_12528_13926_13913_12988_14103_13915
drug::DB13946,disease::9417_18555
drug::DB00624,disease::2146
drug::DB00787,disease::12521
drug::DB00819,disease::6625
drug::DB00388,disease::5538
drug::DB14487,disease::5538
drug::DB13388,disease::5538
drug::DB00741,disease::5538
drug::DB01380,disease::5538
drug::DB09345,disease::5538
drug::DB09321,disease::5538
drug::DB11576,disease::5538
drug::DB00563,disease::21117
drug::DB00309,disease::21117
drug::DB00888,disease::21117
drug::DB06266,disease::21117
drug::DB00997,disease::21117
drug::DB11812,disease::21117
drug::DB09031,disease::5859
drug::DB09031,disease::5445
drug::DB00681,disease::5445
drug::DB00681,disease::11989_5446
drug::DB00431,disease::4525
drug::DB00431,disease::1951
drug::DB00431,disease::4389
drug::DB04930,disease::4525
drug::DB04930,disease::1951
drug::DB04930,disease::4389
drug::DB00265,disease::4525
drug::DB00265,disease::1951
drug::DB00265,disease::4389
drug::DB13717,disease::4525
drug::DB13717,disease::1951
drug::DB13717,disease::4389
drug::DB00281,disease::4525
drug::DB00281,disease::1951
drug::DB00281,disease::4389
drug::DB00121,disease::461
drug::DB04844,disease::7739
drug::DB04844,disease::11487_11299_11671_15548
drug::DB04844,disease::16621
drug::DB04844,disease::18425
drug::DB04844,disease::18945
drug::DB12161,disease::7739
drug::DB12161,disease::11487_11299_11671_15548
drug::DB12161,disease::16621
drug::DB12161,disease::18425
drug::DB12161,disease::18945
drug::DB00420,disease::495
drug::DB00477,disease::495
drug::DB00850,disease::41086
drug::DB00475,disease::41086
drug::DB00321,disease::41086
drug::DB00404,disease::41086
drug::DB00934,disease::41086
drug::DB00201,disease::43537
drug::DB00201,disease::15529
drug::DB00320,disease::43537
drug::DB00320,disease::15529
drug::DB01174,disease::43537
drug::DB01174,disease::15529
drug::DB00696,disease::43537
drug::DB00696,disease::15529
drug::DB00669,disease::43537
drug::DB00669,disease::15529
drug::DB00541,disease::19004_24675
drug::DB00541,disease::8679_11112_14779_11056_8680_8683_6058
drug::DB00970,disease::19004_24675
drug::DB00970,disease::8679_11112_14779_11056_8680_8683_6058
drug::DB00997,disease::19004_24675
drug::DB00997,disease::8679_11112_14779_11056_8680_8683_6058
drug::DB00445,disease::4989
drug::DB00445,disease::21100
drug::DB00531,disease::4989
drug::DB00531,disease::21100
drug::DB01229,disease::4989
drug::DB01229,disease::21100
drug::DB00997,disease::4989
drug::DB00997,disease::21100
drug::DB04845,disease::4989
drug::DB04845,disease::21100
drug::DB01590,disease::4989
drug::DB01590,disease::21100
drug::DB01248,disease::4989
drug::DB01248,disease::21100
drug::DB06698,disease::7972
drug::DB06698,disease::6744
drug::DB04145,disease::7972
drug::DB04145,disease::6744
drug::DB01062,disease::6624
drug::DB06702,disease::6624
drug::DB01591,disease::6624
drug::DB08893,disease::6624
drug::DB09262,disease::6624
drug::DB11502,disease::6624
drug::DB00496,disease::6624
drug::DB01036,disease::6624
drug::DB14895,disease::6624
drug::DB01062,disease::1445
drug::DB01062,disease::5693
drug::DB11502,disease::1445
drug::DB11502,disease::5693
drug::DB01257,disease::10438_14166_19533_100245_100243_100244
drug::DB11580,disease::10438_14166_19533_100245_100243_100244
drug::DB06272,disease::22205
drug::DB14487,disease::21178
drug::DB09345,disease::21178
drug::DB09321,disease::21178
drug::DB11576,disease::21178
drug::DB01279,disease::10674_9659_9660_9661_11093_9662_16316_16315_18937_18938_1586_19249_19302_17171_17172
drug::DB01058,disease::5884
drug::DB01058,disease::15254
drug::DB01058,disease::5746
drug::DB01096,disease::15254
drug::DB01096,disease::5746
drug::DB13236,disease::15254
drug::DB13236,disease::5746
drug::DB04924,disease::5001_4966
drug::DB00518,disease::15484
drug::DB11859,disease::5929
drug::DB11859,disease::5379
drug::DB09185,disease::13652_12179_8062_21107
drug::DB09185,disease::16158
drug::DB09036,disease::18830
drug::DB06273,disease::18830
drug::DB09205,disease::8364
drug::DB08941,disease::8364
drug::DB06794,disease::2313
drug::DB06794,disease::2309_2308
drug::DB06794,disease::5642
drug::DB06794,disease::19085
drug::DB01003,disease::19085
drug::DB00085,disease::1684
drug::DB13783,disease::5546
drug::DB00328,disease::24266_14878_11827
drug::DB01050,disease::24266_14878_11827
drug::DB00052,disease::1967
drug::DB00571,disease::6500_3096_2323
drug::DB00571,disease::3155
drug::DB00571,disease::7116
drug::DB00571,disease::7708
drug::DB00571,disease::9329_20713_9937
drug::DB00571,disease::11744
drug::DB00571,disease::11927
drug::DB00571,disease::15317
drug::DB00571,disease::15403_15404_18715_18716
drug::DB00571,disease::15523
drug::DB00571,disease::16222
drug::DB00571,disease::16236
drug::DB00571,disease::18327
drug::DB00571,disease::18712
drug::DB00571,disease::18713
drug::DB00571,disease::18714
drug::DB00571,disease::18734
drug::DB00571,disease::19101
drug::DB00571,disease::2013
drug::DB00571,disease::6375
drug::DB00921,disease::5530
drug::DB00921,disease::7079_2491_4938_2046_5367_5689_4456_5186
drug::DB00921,disease::5531
drug::DB01433,disease::5530
drug::DB01433,disease::7079_2491_4938_2046_5367_5689_4456_5186
drug::DB01433,disease::5531
drug::DB01183,disease::5530
drug::DB01183,disease::7079_2491_4938_2046_5367_5689_4456_5186
drug::DB01183,disease::5531
drug::DB01227,disease::5530
drug::DB01227,disease::7079_2491_4938_2046_5367_5689_4456_5186
drug::DB01227,disease::5531
drug::DB13515,disease::5530
drug::DB13515,disease::7079_2491_4938_2046_5367_5689_4456_5186
drug::DB13515,disease::5531
drug::DB14655,disease::7254
drug::DB14655,disease::16419
drug::DB14655,disease::21100
drug::DB14655,disease::3582
drug::DB14655,disease::16266
drug::DB14655,disease::16267
drug::DB00112,disease::7254
drug::DB00112,disease::16419
drug::DB00112,disease::21100
drug::DB00112,disease::3582
drug::DB00112,disease::16266
drug::DB00112,disease::16267
drug::DB00421,disease::3009
drug::DB00421,disease::1422
drug::DB00421,disease::11822_100344_9424_909_10503_11242_15231
drug::DB00421,disease::6015
drug::DB00916,disease::939
drug::DB01271,disease::10674_9659_9660_9661_11093_9662_16316_16315_18937_18938_1586_19249_19302_17171_17172
drug::DB00458,disease::10910_10941_22
drug::DB00035,disease::10910_10941_22
drug::DB00531,disease::8380_3075
drug::DB00531,disease::24340
drug::DB00153,disease::10619_10358_20720
drug::DB14012,disease::10619_10358_20720
drug::DB03843,disease::5812
drug::DB03843,disease::13855
drug::DB13597,disease::5812
drug::DB13597,disease::13855
drug::DB06614,disease::5812
drug::DB06614,disease::13855
drug::DB12466,disease::5812
drug::DB12466,disease::13855
drug::DB11888,disease::5812
drug::DB11888,disease::13855
drug::DB13997,disease::5812
drug::DB13997,disease::13855
drug::DB00198,disease::5812
drug::DB00198,disease::13855
drug::DB00558,disease::5812
drug::DB00558,disease::13855
drug::DB13609,disease::5812
drug::DB13609,disease::13855
drug::DB09118,disease::10632_33369_33371_10472_14477_32598_10396_32768_33361_13389_14859_14392_33373_32752_32657_14593_32663_14947_13388_14377_32808_14895_30059_13387_32880_33363_32678_13989_33366_10375_13277_33362_14917_14921_14933_14942_30054_14607_14595_14133_33370_14201_32918_14949_32813_14533_14598_10246_33368_15025_14371_54845_14360_13056_13801_14718_14719_32812_32858_30072_14505_14199_14003_14328_15000_33367_33372_15002_12245_30856_32710_32725_33364_33365_14868_29138_32822_12812_32895_14625_34106_33374_100079_14916_14647_100062_25353
drug::DB09061,disease::10632_33369_33371_10472_14477_32598_10396_32768_33361_13389_14859_14392_33373_32752_32657_14593_32663_14947_13388_14377_32808_14895_30059_13387_32880_33363_32678_13989_33366_10375_13277_33362_14917_14921_14933_14942_30054_14607_14595_14133_33370_14201_32918_14949_32813_14533_14598_10246_33368_15025_14371_54845_14360_13056_13801_14718_14719_32812_32858_30072_14505_14199_14003_14328_15000_33367_33372_15002_12245_30856_32710_32725_33364_33365_14868_29138_32822_12812_32895_14625_34106_33374_100079_14916_14647_100062_25353
drug::DB09061,disease::16022
drug::DB09014,disease::8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384
drug::DB09014,disease::3699
drug::DB00350,disease::4907
drug::DB00099,disease::15134
drug::DB00099,disease::8742_18542_28226
drug::DB00916,disease::19028
drug::DB00911,disease::19028
drug::DB00916,disease::2154
drug::DB13659,disease::2154
drug::DB12834,disease::2154
drug::DB00911,disease::2154
drug::DB13302,disease::2154
drug::DB13985,disease::19496
drug::DB13985,disease::2120
drug::DB01272,disease::9294_13291_10598_13091_10362_9868_9295_9293_9290_9291_2413_2412
drug::DB09078,disease::12004_15075_5034_5075_24622_6467
drug::DB09078,disease::11653_14681_14682_8566_8567
drug::DB09078,disease::17884
drug::DB09144,disease::9797
drug::DB04571,disease::8661
drug::DB00553,disease::8661
drug::DB00443,disease::6605
drug::DB01013,disease::6605
drug::DB03808,disease::5629
drug::DB06616,disease::6115
drug::DB01254,disease::6115
drug::DB00619,disease::6115
drug::DB00479,disease::5246
drug::DB01282,disease::14143_11531_14693_13186_8104_12371_14691_13379_12690_32786_12547_32839_33669_18997
drug::DB00052,disease::14143_11531_14693_13186_8104_12371_14691_13379_12690_32786_12547_32839_33669_18997
drug::DB01119,disease::2177
drug::DB13671,disease::2040
drug::DB13671,disease::4678_18335
drug::DB13671,disease::254
drug::DB13671,disease::24248
drug::DB01607,disease::3619_1173
drug::DB01607,disease::922
drug::DB01270,disease::11592_7589_33123_13218_14652_11151_19516
drug::DB12661,disease::6846_1785_1133
drug::DB01269,disease::41447
drug::DB00112,disease::41447
drug::DB08826,disease::1436
drug::DB00051,disease::6559
drug::DB00051,disease::2260
drug::DB00051,disease::6540
drug::DB01229,disease::2158
drug::DB00643,disease::5996
drug::DB00730,disease::5996
drug::DB08826,disease::13517
drug::DB08826,disease::19402_16486
drug::DB08826,disease::11381
drug::DB08826,disease::16487
drug::DB08826,disease::17145
drug::DB08826,disease::19050_4781_44348_44349
drug::DB01609,disease::13517
drug::DB01609,disease::19402_16486
drug::DB01609,disease::11381
drug::DB01609,disease::16487
drug::DB01609,disease::17145
drug::DB01609,disease::19050_4781_44348_44349
drug::DB12281,disease::13517
drug::DB12281,disease::19402_16486
drug::DB12281,disease::11381
drug::DB12281,disease::16487
drug::DB12281,disease::17145
drug::DB12281,disease::19050_4781_44348_44349
drug::DB01418,disease::8559_8560_2305
drug::DB14707,disease::10150_4958_5096_6082_500_514
drug::DB11630,disease::10150_4958_5096_6082_500_514
drug::DB00290,disease::10150_4958_5096_6082_500_514
drug::DB00564,disease::8599
drug::DB13999,disease::15787_15788
drug::DB00035,disease::15787_15788
drug::DB13923,disease::15787_15788
drug::DB00025,disease::15787_15788
drug::DB13998,disease::15787_15788
drug::DB14738,disease::15787_15788
drug::DB11607,disease::15787_15788
drug::DB09108,disease::15787_15788
drug::DB09109,disease::15787_15788
drug::DB00036,disease::15787_15788
drug::DB08871,disease::5060_4510_3591
drug::DB05109,disease::5060_4510_3591
drug::DB11639,disease::11385
drug::DB11639,disease::5320
drug::DB00525,disease::242
drug::DB00525,disease::2967
drug::DB00400,disease::242
drug::DB00400,disease::2967
drug::DB13764,disease::945
drug::DB11820,disease::1444
drug::DB11989,disease::1444
drug::DB00100,disease::15787_15788
drug::DB13152,disease::15787_15788
drug::DB13884,disease::15787_15788
drug::DB11608,disease::15787_15788
drug::DB00788,disease::5546
drug::DB01257,disease::19100
drug::DB00112,disease::14695_24498_13093_100242_13092_11800_13094_13095_13096_13097
drug::DB00112,disease::5131
drug::DB00112,disease::2974
drug::DB00112,disease::5153
drug::DB00112,disease::2158
drug::DB00090,disease::10674_9659_9660_9661_11093_9662_16316_16315_18937_18938_1586_19249_19302_17171_17172
drug::DB00090,disease::11758
drug::DB00090,disease::11759
drug::DB00090,disease::11760
drug::DB09047,disease::4795_1051
drug::DB00694,disease::7896_4600_4614_875
drug::DB00694,disease::17858
drug::DB12867,disease::1164
drug::DB00002,disease::10150_4958_5096_6082_500_514
drug::DB00002,disease::536
drug::DB00002,disease::5595
drug::DB14731,disease::19467
drug::DB06160,disease::5906
drug::DB00031,disease::19050_4781_44348_44349
drug::DB00031,disease::5068
drug::DB00031,disease::6716
drug::DB00031,disease::6652_3678_1090_3672_3673_3676_3677_3679_6803
drug::DB00015,disease::19050_4781_44348_44349
drug::DB00015,disease::5068
drug::DB00015,disease::6716
drug::DB00015,disease::6652_3678_1090_3672_3673_3676_3677_3679_6803
drug::DB00009,disease::19050_4781_44348_44349
drug::DB00009,disease::5068
drug::DB00009,disease::6716
drug::DB00009,disease::6652_3678_1090_3672_3673_3676_3677_3679_6803
drug::DB11653,disease::1821
drug::DB04908,disease::1821
drug::DB09046,disease::13225_12923_12071_10020_6536
drug::DB09046,disease::12104_19599_19193_20089_27767_19194
drug::DB09046,disease::6573
drug::DB13926,disease::15290_1440
drug::DB13694,disease::1650
drug::DB08795,disease::24355
drug::DB05659,disease::24355
drug::DB12190,disease::24355
drug::DB01406,disease::5219
drug::DB01263,disease::16823
drug::DB01263,disease::5757
drug::DB01263,disease::2026
drug::DB01263,disease::5886
drug::DB13302,disease::2026
drug::DB13302,disease::5886
drug::DB14724,disease::11337_11336_13135_9974_12146_15541_15542_33557
drug::DB12366,disease::10674_9659_9660_9661_11093_9662_16316_16315_18937_18938_1586_19249_19302_17171_17172
drug::DB05630,disease::11989_5446
drug::DB01590,disease::4555
drug::DB01590,disease::8612_13199_19341_1734
drug::DB01590,disease::7947
drug::DB00730,disease::5645
drug::DB00905,disease::1334
drug::DB00905,disease::19280
drug::DB00262,disease::21042
drug::DB00619,disease::15687
drug::DB00619,disease::11934_23273
drug::DB00619,disease::11895
drug::DB00619,disease::15691
drug::DB13173,disease::8768_9745_8769_14147_12588_9744_10830_12188_13866_11144_12414_8767_8083_19260_19262_16295
drug::DB13173,disease::8956_15674_19261
drug::DB00218,disease::1024
drug::DB00218,disease::19095
drug::DB00218,disease::5956
drug::DB06212,disease::33281_8263_33004_13131_9889_4691_20642
drug::DB00730,disease::18500
drug::DB00730,disease::18857
drug::DB00730,disease::5988
drug::DB00848,disease::5645
drug::DB01238,disease::20643
drug::DB01238,disease::5258
drug::DB00734,disease::20643
drug::DB00734,disease::5258
